Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
2023-02-14,C,North Carolina St.,ACC,Syracuse,A,"L, 75-72",102.3,99.7,70.7,101.8,47.9,17,37.2,6.9,106,47.6,14.1,25,27.4,57.3,-1
2023-02-14,C,Ball St.,MAC,Northern Illinois,H,"W, 87-77",117.5,112.3,72.1,120.7,59.2,18,34.4,35,106.8,55.6,16.6,23.1,20.6,62.8,6
2023-02-14,C,Duke,ACC,Notre Dame,H,"W, 68-64",102.2,93.6,65.5,103.9,47.4,12.2,25.7,25.9,97.8,47.5,15.3,22.2,13.1,73.4,5
2023-02-14,C,Syracuse,ACC,North Carolina St.,H,"W, 75-72",108.7,95.2,70.7,106,47.6,14.1,25,27.4,101.8,47.9,17,37.2,6.9,82.1,1
2023-02-14,C,Butler,BE,Villanova,A,"L, 62-50",91.6,91,60.2,83.1,42.5,18.3,21.2,13.2,103,42.6,11.6,27,35.2,51.8,-2
2023-02-14,C,Air Force,MWC,Utah St.,A,"L, 80-65",104.8,105.1,66.9,97.1,50,13.5,9.1,21.8,119.6,55.8,12,25,25,49.1,-9
2023-02-14,C,Toledo,MAC,Miami OH,H,"W, 89-71",128.6,113.3,64.5,138,56.7,7.8,32.3,69.2,110.1,55,14,22.6,10,81.1,12
2023-02-14,C,Villanova,BE,Butler,H,"W, 62-50",104.9,91.7,60.2,103,42.6,11.6,27,35.2,83.1,42.5,18.3,21.2,13.2,82.5,2
2023-02-14,C,Missouri,SEC,Auburn,A,"L, 89-56",83.5,109.3,74.5,75.1,36,21.5,17.9,31.6,119.4,55.3,20.1,45.7,30.3,4.3,-21
2023-02-14,C,Akron,MAC,Eastern Michigan,A,"W, 78-51",107.2,87.3,64.4,121.2,51.6,14,42.5,26.6,79.2,39,20.2,15.2,28,91.5,8
2023-02-14,C,Wisconsin,B10,Michigan,H,"W, 64-59",103.5,85.7,65.2,98.2,37.9,7.7,34.1,27.3,90.6,46.5,18.4,25.8,17.5,89.7,3
2023-02-14,C,Valparaiso,MVC,Southern Illinois,H,"L, 66-62",97.1,107.9,65.7,94.4,44,18.3,26.7,46,100.5,50,19.8,25,44,22.8,-5
2023-02-14,C,Loyola Chicago,A10,Massachusetts,A,"W, 64-62",98.3,86.7,69.8,91.6,49,24.3,25,43.1,88.8,48.2,24.3,28.6,19.3,81,8
2023-02-14,C,Massachusetts,A10,Loyola Chicago,H,"L, 64-62",81.2,99.7,69.8,88.8,48.2,24.3,28.6,19.3,91.6,49,24.3,25,43.1,8.7,-8
2023-02-14,C,Oklahoma St.,B12,Kansas,H,"L, 87-76",124.8,115,69.3,109.6,57.4,21.6,38.7,40.7,125.5,60,14.4,32.3,20,71.9,-4
2023-02-15,C,Vermont,AE,New Hampshire,H,"W, 80-51",114.2,84.7,67.2,119,55.8,10.4,22.6,28.3,75.9,42.9,16.4,10.8,12.5,96.9,15
2023-02-15,C,Loyola MD,Pat,Lafayette,H,"W, 73-70",119.1,119.2,63.6,114.8,61.7,17.3,12.5,36.2,110.1,54.5,17.3,30.3,30.9,49.7,7
2023-02-15,C,Army,Pat,Colgate,A,"L, 93-86",114.8,121.3,72.4,118.8,65.3,22.1,27.6,12.9,128.5,67.5,16.6,35.5,35,34.9,-10
2023-02-15,C,The Citadel,SC,Furman,H,"W, 69-65",105.6,98.2,62.9,109.6,50.9,15.9,31.2,20.7,103.3,51.8,19.1,32.4,23.6,69.8,-1
2023-02-15,C,Drake,MVC,Northern Iowa,A,"W, 82-74",120.8,107.7,68.2,120.3,65.7,17.6,16.7,22.2,108.6,63.7,19.1,11.5,31.4,78.8,6
2023-02-15,C,Lafayette,Pat,Loyola MD,A,"L, 73-70",100.6,123.4,63.6,110.1,54.5,17.3,30.3,30.9,114.8,61.7,17.3,12.5,36.2,8.7,-7
2023-02-15,C,San Diego St.,MWC,Fresno St.,A,"W, 45-43",79.3,71.2,60,75,37.8,20,25.7,32.7,71.7,32.7,23.3,32.4,12.7,77.5,1
2023-02-15,C,George Washington,A10,George Mason,H,"L, 66-53",93.5,109.6,60.8,87.2,45.2,16.5,12.9,17.3,108.6,52.5,13.2,33.3,15.3,13.9,-3
2023-02-15,C,Marquette,BE,Xavier,H,"W, 69-68",103.4,89.9,68.2,101.2,41.9,10.3,34.9,25,99.7,59.8,24.9,16,17.6,83.4,-3
2023-02-15,C,Tulsa,Amer,South Florida,H,"L, 96-69",97.2,126.7,73.6,93.7,47.4,24.5,35.9,45.6,130.4,69.8,14.9,26.9,43.1,4.5,-11
2023-02-15,C,East Carolina,Amer,Cincinnati,H,"W, 75-71",113.5,103.1,67.3,111.4,47.7,14.9,45.2,33.8,105.5,52.6,11.9,12.9,22.4,75,-7
2023-02-15,C,Stephen F. Austin,WAC,Tarleton St.,H,"W, 65-60",99.3,97.1,65.1,99.9,56.8,23.1,25.9,54.5,92.2,45.5,18.4,18.9,21.4,56.2,-3
2023-02-15,C,UNC Greensboro,SC,Samford,A,"L, 83-71",104.2,106.1,71.5,99.3,44.7,23.8,43.2,21.2,116.1,55.4,15.4,23.5,50,44.6,1
2023-02-15,C,Texas A&M,SEC,Arkansas,H,"W, 62-56",102.3,85.2,64.6,96,40.7,13.9,24.3,40.7,86.8,49,20.1,15.6,28,89.1,-3
2023-02-15,C,Colgate,Pat,Army,H,"W, 93-86",126.2,118.7,72.4,128.5,67.5,16.6,35.5,35,118.8,65.3,22.1,27.6,12.9,66.9,10
2023-02-15,C,VCU,A10,Rhode Island,A,"W, 55-54",90.8,96.4,60.7,90.6,42.7,16.5,29,47.9,89,43,28,29,51.2,33.5,-5
2023-02-15,C,Louisville,ACC,Virginia,H,"L, 61-58",107.5,98.3,59.2,98,50,16.9,17.9,20,103.1,50,10.1,21.2,30.8,73.6,-1
2023-02-15,C,Northern Iowa,MVC,Drake,H,"L, 82-74",114.9,116.1,68.2,108.6,63.7,19.1,11.5,31.4,120.3,65.7,17.6,16.7,22.2,47.2,-6
2023-02-15,C,South Florida,Amer,Tulsa,A,"W, 96-69",122.6,101.2,73.6,130.4,69.8,14.9,26.9,43.1,93.7,47.4,24.5,35.9,45.6,90.1,11
2023-02-15,C,Sam Houston St.,WAC,UT Arlington,H,"W, 66-56",95.2,90.3,67.1,98.3,50,14.9,23.7,27.6,83.4,45.3,23.8,21.1,26.4,64.8,3
2023-02-15,C,Samford,SC,UNC Greensboro,H,"W, 83-71",117.7,106.5,71.5,116.1,55.4,15.4,23.5,50,99.3,44.7,23.8,43.2,21.2,75.8,-1
2023-02-15,C,Florida St.,ACC,Clemson,A,"L, 94-54",92.4,126.3,66.9,80.7,52,23.9,10,16.3,140.4,70.7,13.4,29.2,29.3,2.7,-17
2023-02-15,C,La Salle,A10,Richmond,H,"W, 68-62",101.8,101,65.4,104,50,15.3,21.9,30.4,94.8,47.4,7.6,11.8,21.1,52.2,-1
2023-02-15,C,Campbell,BSth,Charleston Southern,H,"W, 67-51",101.4,87.7,59,113.6,58.7,10.2,17.2,23.1,86.5,33.9,15.3,40.5,17.7,84.1,10
2023-02-15,C,Xavier,BE,Marquette,A,"L, 69-68",110.2,86.7,68.2,99.7,59.8,24.9,16,17.6,101.2,41.9,10.3,34.9,25,94.1,3
2023-02-15,C,Missouri St.,MVC,Bradley,A,"L, 64-54",95,106.9,59.5,90.7,39.2,16.8,38.1,18.3,107.5,49.2,13.4,33.3,9.8,20.3,-10
2023-02-15,C,Colorado St.,MWC,Boise St.,H,"L, 80-78",135.2,120.6,63.4,123,63.4,12.6,21.4,19.6,126.1,55.7,12.6,38.7,23,78.8,0
2023-02-15,C,Iowa St.,B12,TCU,H,"W, 70-59",116.3,80.3,67.3,104,56.1,23.8,22.2,34.7,87.7,51,20.8,21.9,34.6,98.6,11
2023-02-15,C,Long Beach St.,BW,UC Riverside,A,"L, 88-76",105.8,118,72.3,105.1,52.8,23.5,33.3,44.4,121.7,57.9,19.4,43.6,15.7,22.2,-7
2023-02-15,C,George Mason,A10,George Washington,A,"W, 66-53",99.6,86.1,60.8,108.6,52.5,13.2,33.3,15.3,87.2,45.2,16.5,12.9,17.3,84.2,3
2023-02-15,C,Boston University,Pat,Holy Cross,A,"L, 71-69",94,111.5,70.2,98.3,44.4,12.8,35.7,9.7,101.1,50,17.1,25.6,27.9,12.4,-2
2023-02-15,C,UC Davis,BW,Cal St. Northridge,H,"W, 73-62",99.5,101.3,69,105.8,50.9,20.3,34.3,38.6,89.9,44,18.8,26.8,31,45,5
2023-02-15,C,Boise St.,MWC,Colorado St.,A,"W, 80-78",126.9,114.2,63.4,126.1,55.7,12.6,38.7,23,123,63.4,12.6,21.4,19.6,77.1,0
2023-02-15,C,Alabama,SEC,Tennessee,A,"L, 68-59",103.9,89.1,69.2,85.3,44.8,27.5,23.5,41.7,98.3,41.3,11.6,27.1,39.7,85.4,-4
2023-02-15,C,Binghamton,AE,NJIT,H,"W, 86-67",116.4,112.4,66.8,128.7,63.3,13.5,33.3,21.7,100.3,40.8,4.5,23.9,33.8,60,6
2023-02-15,C,Longwood,BSth,USC Upstate,A,"L, 72-67",98.4,112.1,67.8,98.8,46.6,16.2,30.8,33.9,106.2,52.5,10.3,14.7,25.4,18.3,-5
2023-02-15,C,Bryant,AE,UMass Lowell,H,"L, 85-71",94.8,109,75.7,93.8,44.7,18.5,25.6,52.6,112.3,46.8,10.6,28.2,58.1,16.7,-6
2023-02-15,C,Indiana,B10,Northwestern,A,"L, 64-62",106.1,102.3,62.6,99.1,52.2,20.8,20,44.4,102.3,43.9,6.4,13.9,24.6,60.3,-9
2023-02-15,C,USC Upstate,BSth,Longwood,H,"W, 72-67",107.2,100,67.8,106.2,52.5,10.3,14.7,25.4,98.8,46.6,16.2,30.8,33.9,69,5
2023-02-15,C,High Point,BSth,Presbyterian,A,"W, 71-69",93.4,107.2,72.3,98.2,45.8,15.2,29.7,41.7,95.4,54.3,30.4,33.3,67.4,16.9,-3
2023-02-15,C,Virginia,ACC,Louisville,A,"W, 61-58",98.6,100.4,59.2,103.1,50,10.1,21.2,30.8,98,50,16.9,17.9,20,44.9,1
2023-02-15,C,East Tennessee St.,SC,Western Carolina,A,"L, 68-66",100.8,109.7,63.5,103.9,44.8,11,27.8,32.8,107,60.2,25.2,21.7,38.6,27.6,-3
2023-02-15,C,Bradley,MVC,Missouri St.,H,"W, 64-54",111.6,88.8,59.5,107.5,49.2,13.4,33.3,9.8,90.7,39.2,16.8,38.1,18.3,93.3,10
2023-02-15,C,Richmond,A10,La Salle,A,"L, 68-62",96.8,100.5,65.4,94.8,47.4,7.6,11.8,21.1,104,50,15.3,21.9,30.4,39.3,1
2023-02-15,C,UMBC,AE,Albany,A,"L, 81-74",96,121.2,70.5,105,40.7,11.4,23.7,45.8,114.9,54,17,34.3,23.8,6.4,-4
2023-02-15,C,Western Carolina,SC,East Tennessee St.,H,"W, 68-66",104.1,108.4,63.5,107,60.2,25.2,21.7,38.6,103.9,44.8,11,27.8,32.8,38.7,3
2023-02-15,C,Kentucky,SEC,Mississippi St.,A,"W, 71-68",139.5,112.3,59.3,119.8,50.9,20.2,54.5,36.4,114.7,56.2,16.9,25.9,39.6,92.4,4
2023-02-15,C,Chattanooga,SC,VMI,A,"W, 78-58",113,85.3,66,118.1,56.9,9.1,25,12.3,87.8,41.9,15.1,23.3,14.5,96.2,23
2023-02-15,C,TCU,B12,Iowa St.,A,"L, 70-59",98.3,100.3,67.3,87.7,51,20.8,21.9,34.6,104,56.1,23.8,22.2,34.7,44.4,-11
2023-02-15,C,Virginia Tech,ACC,Georgia Tech,A,"L, 77-70",98.8,107.3,72.1,97.1,45.2,13.9,32.6,11,106.8,54.3,16.6,28.6,44.8,28,-6
2023-02-15,C,Winthrop,BSth,Gardner Webb,A,"W, 86-78",137.7,112.4,68.6,125.4,78.3,23.3,9.5,43.5,113.7,50.8,16,42.9,18.2,91.1,14
2023-02-15,C,Murray St.,MVC,Illinois St.,A,"W, 76-75",113,120.7,64.7,117.5,60.9,13.9,21.4,23.6,116,61.5,20.1,26.1,25,31.8,-1
2023-02-15,C,Northwestern,B10,Indiana,H,"W, 64-62",114.1,87.5,62.6,102.3,43.9,6.4,13.9,24.6,99.1,52.2,20.8,20,44.4,95.5,9
2023-02-15,C,Oregon,P12,Washington,A,"L, 72-71",112.1,103.1,60.8,103.8,46.3,17.5,42.9,16.2,105.2,52.6,16.1,20,28.1,72.3,2
2023-02-15,C,Indiana St.,MVC,Illinois Chicago,A,"W, 79-60",110.8,90.6,69.9,113,61.5,21.5,23.1,38.5,85.9,45.1,20,25,14.8,91,11
2023-02-15,C,St. Bonaventure,A10,Fordham,A,"L, 78-63",96.7,111.5,69.8,90.3,46.3,17.2,12.5,31.5,111.8,58.3,22.9,35.5,40.7,16.2,-7
2023-02-15,C,IUPUI,Horz,Oakland,A,"L, 85-81",103.3,111.9,75.4,107.4,60.5,26.5,29.2,24.6,112.7,50.8,11.9,33.3,52.5,28.4,0
2023-02-15,C,Arkansas,SEC,Texas A&M,A,"L, 62-56",101.2,82.8,64.6,86.8,49,20.1,15.6,28,96,40.7,13.9,24.3,40.7,90.9,3
2023-02-15,C,Fordham,A10,St. Bonaventure,H,"W, 78-63",111.7,96.6,69.8,111.8,58.3,22.9,35.5,40.7,90.3,46.3,17.2,12.5,31.5,84.2,7
2023-02-15,C,Mercer,SC,Wofford,A,"L, 70-67",104.6,109.4,60.3,111.2,53,19.9,37,34,116.2,60,14.9,17.4,48.9,37.5,0
2023-02-15,C,Evansville,MVC,Belmont,A,"L, 95-63",85.3,116,75.2,83.8,35,12,24.5,30,126.4,67.2,21.3,37.9,41.4,2.8,-17
2023-02-15,C,Cal St. Bakersfield,BW,Cal Poly,A,"W, 70-62",106.8,105,66.2,105.8,47.2,12.1,15.6,41.5,93.7,46.8,22.7,24.2,53.2,54.8,3
2023-02-15,C,Saint Louis,A10,Davidson,H,"W, 78-65",108.4,93.3,70.1,111.3,53.4,18.5,28.1,28.8,92.7,43.3,17.1,26.3,25,84.9,5
2023-02-15,C,Wofford,SC,Mercer,H,"W, 70-67",115.3,120.9,60.3,116.2,60,14.9,17.4,48.9,111.2,53,19.9,37,34,36.7,0
2023-02-15,C,Cal Baptist,WAC,Seattle,H,"W, 84-63",130.8,98,67.2,125.1,57,10.4,27.3,18.8,93.8,43.3,11.9,21.4,26.7,96.5,14
2023-02-15,C,Illinois St.,MVC,Murray St.,H,"L, 76-75",110,117.2,64.7,116,61.5,20.1,26.1,25,117.5,60.9,13.9,21.4,23.6,32.5,1
2023-02-15,C,Cal Poly,BW,Cal St. Bakersfield,H,"L, 70-62",93.8,116.5,66.2,93.7,46.8,22.7,24.2,53.2,105.8,47.2,12.1,15.6,41.5,7.6,-3
2023-02-15,C,Presbyterian,BSth,High Point,H,"L, 71-69",90.3,102.3,72.3,95.4,54.3,30.4,33.3,67.4,98.2,45.8,15.2,29.7,41.7,19.2,3
2023-02-15,C,Georgia Tech,ACC,Virginia Tech,H,"W, 77-70",108,89.3,72.1,106.8,54.3,16.6,28.6,44.8,97.1,45.2,13.9,32.6,11,89.9,6
2023-02-15,C,UC Irvine,BW,UC Santa Barbara,A,"W, 70-59",115.6,94.5,59.3,118,51.8,11.8,37.1,30.4,99.4,45,11.8,13.8,32,91,4
2023-02-15,C,Furman,SC,The Citadel,A,"L, 69-65",99.5,114.4,62.9,103.3,51.8,19.1,32.4,23.6,109.6,50.9,15.9,31.2,20.7,16.8,1
2023-02-15,C,Rhode Island,A10,VCU,H,"L, 55-54",100.4,88.7,60.7,89,43,28,29,51.2,90.6,42.7,16.5,29,47.9,80.5,5
2023-02-15,C,Florida,SEC,Mississippi,H,"W, 79-64",120.1,98.2,66.1,119.6,69.4,18.2,15.4,36.7,96.9,42.1,16.7,38.1,28.6,91,6
2023-02-15,C,Charleston Southern,BSth,Campbell,A,"L, 67-51",83.9,112,59,86.5,33.9,15.3,40.5,17.7,113.6,58.7,10.2,17.2,23.1,3.5,-10
2023-02-15,C,Tennessee,SEC,Alabama,H,"W, 68-59",111.8,78.8,69.2,98.3,41.3,11.6,27.1,39.7,85.3,44.8,27.5,23.5,41.7,98.2,4
2023-02-15,C,Cincinnati,Amer,East Carolina,A,"L, 75-71",112,108.8,67.3,105.5,52.6,11.9,12.9,22.4,111.4,47.7,14.9,45.2,33.8,58.4,7
2023-02-15,C,UC Riverside,BW,Long Beach St.,H,"W, 88-76",120.9,105.8,72.3,121.7,57.9,19.4,43.6,15.7,105.1,52.8,23.5,33.3,44.4,82.2,7
2023-02-15,C,Holy Cross,Pat,Boston University,H,"W, 71-69",97.8,107.4,70.2,101.1,50,17.1,25.6,27.9,98.3,44.4,12.8,35.7,9.7,25.5,2
2023-02-15,C,UT Rio Grande Valley,WAC,Grand Canyon,A,"W, 77-76",111.9,106.2,67.1,114.8,42.9,10.4,44.9,16.9,113.3,51.6,10.4,35,29.7,64.6,-4
2023-02-15,C,Seattle,WAC,Cal Baptist,A,"L, 84-63",96.3,126.2,67.2,93.8,43.3,11.9,21.4,26.7,125.1,57,10.4,27.3,18.8,4.2,-14
2023-02-15,C,Cal St. Fullerton,BW,UC San Diego,A,"W, 76-73",111.7,114.7,65.1,116.8,57.5,10.8,19.4,45.3,112.2,61.5,16.9,15.4,23.1,42.3,-4
2023-02-15,C,Albany,AE,UMBC,H,"W, 81-74",106.3,106.6,70.5,114.9,54,17,34.3,23.8,105,40.7,11.4,23.7,45.8,49.1,4
2023-02-15,C,UT Arlington,WAC,Sam Houston St.,A,"L, 66-56",96.1,94.7,67.1,83.4,45.3,23.8,21.1,26.4,98.3,50,14.9,23.7,27.6,54.1,-3
2023-02-15,C,Cal St. Northridge,BW,UC Davis,A,"L, 73-62",93.2,104.2,69,89.9,44,18.8,26.8,31,105.8,50.9,20.3,34.3,38.6,21.7,-5
2023-02-15,C,New Hampshire,AE,Vermont,A,"L, 80-51",80,109.8,67.2,75.9,42.9,16.4,10.8,12.5,119,55.8,10.4,22.6,28.3,2.6,-15
2023-02-15,C,UC San Diego,BW,Cal St. Fullerton,H,"L, 76-73",119.9,115.8,65.1,112.2,61.5,16.9,15.4,23.1,116.8,57.5,10.8,19.4,45.3,59.9,4
2023-02-15,C,Lehigh,Pat,Navy,H,"L, 75-64",87.7,105.3,73.6,87,42.1,15,20,23.8,102,46.9,15,30.8,32.3,10.9,-5
2023-02-15,C,Oakland,Horz,IUPUI,H,"W, 85-81",96.9,120,75.4,112.7,50.8,11.9,33.3,52.5,107.4,60.5,26.5,29.2,24.6,7.9,0
2023-02-15,C,Florida Gulf Coast,ASun,Stetson,A,"L, 75-72",99.1,99.2,69,104.3,50.9,13,12.9,38.9,108.7,53.6,17.4,20,30.9,49.8,-1
2023-02-15,C,Davidson,A10,Saint Louis,A,"L, 78-65",96.7,101.7,70.1,92.7,43.3,17.1,26.3,25,111.3,53.4,18.5,28.1,28.8,36,-5
2023-02-15,C,VMI,SC,Chattanooga,H,"L, 78-58",77.1,123.4,66,87.8,41.9,15.1,23.3,14.5,118.1,56.9,9.1,25,12.3,0.4,-23
2023-02-15,C,Washington,P12,Oregon,H,"W, 72-71",107.9,96.9,60.8,105.2,52.6,16.1,20,28.1,103.8,46.3,17.5,42.9,16.2,77.4,-2
2023-02-15,C,Belmont,MVC,Evansville,H,"W, 95-63",118.1,99.3,75.2,126.4,67.2,21.3,37.9,41.4,83.8,35,12,24.5,30,88,17
2023-02-15,C,Fresno St.,MWC,San Diego St.,H,"L, 45-43",81.6,70.4,60,71.7,32.7,23.3,32.4,12.7,75,37.8,20,25.7,32.7,84.5,-1
2023-02-15,C,Mississippi,SEC,Florida,A,"L, 79-64",108.9,114,66.1,96.9,42.1,16.7,38.1,28.6,119.6,69.4,18.2,15.4,36.7,37.1,-6
2023-02-15,C,Duquesne,A10,Saint Joseph's,H,"W, 76-62",107.5,86.7,71,107,57.8,21.1,22.6,22.4,87.3,43.8,19.7,15.6,56.2,92.2,12
2023-02-15,C,Stetson,ASun,Florida Gulf Coast,H,"W, 75-72",104.5,107.5,69,108.7,53.6,17.4,20,30.9,104.3,50.9,13,12.9,38.9,42.1,1
2023-02-15,C,Illinois Chicago,MVC,Indiana St.,H,"L, 79-60",87.9,107.9,69.9,85.9,45.1,20,25,14.8,113,61.5,21.5,23.1,38.5,8.6,-11
2023-02-15,C,Tarleton St.,WAC,Stephen F. Austin,A,"L, 65-60",99.3,95.6,65.1,92.2,45.5,18.4,18.9,21.4,99.9,56.8,23.1,25.9,54.5,60.6,3
2023-02-15,C,UMass Lowell,AE,Bryant,A,"W, 85-71",109.8,95,75.7,112.3,46.8,10.6,28.2,58.1,93.8,44.7,18.5,25.6,52.6,84.2,6
2023-02-15,C,NJIT,AE,Binghamton,A,"L, 86-67",100.3,131.3,66.8,100.3,40.8,4.5,23.9,33.8,128.7,63.3,13.5,33.3,21.7,4.3,-6
2023-02-15,C,Clemson,ACC,Florida St.,H,"W, 94-54",130.5,86.9,66.9,140.4,70.7,13.4,29.2,29.3,80.7,52,23.9,10,16.3,99.1,17
2023-02-15,C,Gardner Webb,BSth,Winthrop,H,"L, 86-78",96.9,129.4,68.6,113.7,50.8,16,42.9,18.2,125.4,78.3,23.3,9.5,43.5,3.5,-14
2023-02-15,C,Navy,Pat,Lehigh,A,"W, 75-64",100.2,93.3,73.6,102,46.9,15,30.8,32.3,87,42.1,15,20,23.8,69.4,5
2023-02-15,C,Mississippi St.,SEC,Kentucky,H,"L, 71-68",117.8,110.1,59.3,114.7,56.2,16.9,25.9,39.6,119.8,50.9,20.2,54.5,36.4,68.5,-4
2023-02-15,C,Grand Canyon,WAC,UT Rio Grande Valley,H,"L, 77-76",108,116.4,67.1,113.3,51.6,10.4,35,29.7,114.8,42.9,10.4,44.9,16.9,29.6,4
2023-02-15,C,UC Santa Barbara,BW,UC Irvine,H,"L, 70-59",105.7,114.4,59.3,99.4,45,11.8,13.8,32,118,51.8,11.8,37.1,30.4,28.6,-4
2023-02-16,C,Coastal Carolina,SB,Georgia St.,H,"W, 77-68",103.7,102.4,71.7,107.4,56.1,20.9,22.2,51,94.8,41.7,18.1,32.6,27.3,53.7,7
2023-02-16,C,Incarnate Word,Slnd,McNeese St.,A,"L, 78-76",95.4,106.9,66.9,101,49.1,19.9,25,47.4,103.6,52,21.3,29.2,62,21.2,1
2023-02-16,C,St. Francis PA,NEC,St. Francis NY,A,"W, 72-64",94.2,104.5,71.6,100.6,52.9,22.4,22.6,44.2,89.4,44,19.6,35.6,19.4,23.3,1
2023-02-16,C,Texas A&M Commerce,Slnd,New Orleans,H,"L, 84-78",97.1,128.4,72.1,108.1,50.8,18,34.3,35,116.4,58.2,19.4,33.3,50.9,3.9,-8
2023-02-16,C,Jacksonville,ASun,Austin Peay,A,"W, 60-56",103.6,93.4,59.4,101,49,16.8,25,28,94.3,45.9,23.6,27.3,26.5,76.5,12
2023-02-16,C,Delaware,CAA,Towson,A,"L, 95-72",102.7,124.9,72,100,51.7,19.4,25,27.6,132,75.8,25,45.5,8.1,9.5,-12
2023-02-16,C,Middle Tennessee,CUSA,Florida Atlantic,H,"W, 74-70",112.6,91.1,71.2,103.9,49.2,12.6,28.9,26.6,98.3,58.5,21.1,14.7,11.9,92,5
2023-02-16,C,Santa Clara,WCC,BYU,A,"W, 81-74",119.9,89.7,75.4,107.4,55.3,18.6,25.7,47.4,98.1,44.2,11.9,25.5,30.4,96.5,10
2023-02-16,C,North Alabama,ASun,Bellarmine,A,"W, 70-57",104.7,89.7,64.6,108.4,56.9,18.6,20.7,31.4,88.3,36.8,12.4,23.1,31.6,85.5,7
2023-02-16,C,James Madison,SB,Old Dominion,H,"W, 76-67",114.4,104.8,66.4,114.5,52.9,18.1,38.7,56.9,100.9,48.1,19.6,24.2,39.6,73.1,6
2023-02-16,C,Hofstra,CAA,Hampton,H,"W, 73-43",88.1,61.6,74.7,97.8,47.8,13.4,20,17.9,57.6,25,21.4,26,25,98.4,20
2023-02-16,C,Liberty,ASun,Kennesaw St.,A,"L, 88-81",119.3,112.2,73.6,110.1,63.2,23.1,30,26.3,119.6,63.2,20.4,26.9,36.8,66.9,5
2023-02-16,C,Pacific,WCC,San Francisco,H,"L, 76-68",105.3,108.6,66.4,102.4,56.4,22.6,20.7,40.4,114.5,52,27.1,48.5,60.8,41.3,-2
2023-02-16,C,Maryland,B10,Purdue,H,"W, 68-54",120.3,86.4,58.7,115.9,51.9,13.6,33.3,30.2,92,46,11.9,10.7,20,97.8,1
2023-02-16,C,Northwestern St.,Slnd,Southeastern Louisia,H,"W, 81-76",107,119.2,68,119.1,55,10.3,29.7,41.7,111.7,56,20.6,33.3,22.4,22.4,-7
2023-02-16,C,Radford,BSth,UNC Asheville,H,"L, 63-54",85.3,104.2,62.9,85.9,33.6,11.1,33.3,21.9,100.2,53.1,25.4,28.6,31.2,9.1,-7
2023-02-16,C,Elon,CAA,College of Charlesto,H,"L, 88-66",97.3,113.1,73,90.4,51.9,17.8,9.1,35.8,120.5,55.1,19.2,40,27.5,15.1,-9
2023-02-16,C,North Dakota,Sum,Oral Roberts,A,"L, 73-70",102.8,105.8,66.6,105.2,50.8,16.5,30.8,7.7,109.7,55,9,12.5,16.7,41.9,-12
2023-02-16,C,Marshall,SB,Georgia Southern,H,"W, 84-83",104.6,110,80.6,104.2,52.7,14.9,11.4,67.3,103,51.8,21.1,25.7,62.5,36,-3
2023-02-16,C,Houston Christian,Slnd,Lamar,A,"L, 91-75",110.6,143.5,66.1,113.5,57.1,16.6,18.2,57.1,137.7,71.2,10.6,25,48.1,4.8,-1
2023-02-16,C,UCF,Amer,Memphis,A,"L, 64-63",90.4,82.4,73.3,85.9,39.5,20.5,27.5,27.4,87.3,56.8,32.7,17.4,40.9,74.3,-8
2023-02-16,C,Temple,Amer,Wichita St.,H,"L, 79-65",105.6,110.3,67.1,96.9,50,14.9,16.7,26.8,117.8,55.2,17.9,37.5,32.8,37.7,-2
2023-02-16,C,Little Rock,OVC,Southern Indiana,H,"L, 82-81",106.6,118.3,70.8,114.4,60.7,18.4,25,35.7,115.8,62.5,18.4,29.4,25,23.2,3
2023-02-16,C,Gonzaga,WCC,Loyola Marymount,A,"W, 108-65",141.8,77.5,78.4,137.8,66.7,10.2,26.7,42.4,82.9,46.3,24.2,18.8,40.7,99.9,29
2023-02-16,C,Stony Brook,CAA,William & Mary,H,"W, 71-66",96.7,101.8,60.6,104.1,57.5,22,22.6,28.3,96.8,46.8,14.7,25,17.7,35.7,5
2023-02-16,C,Rice,CUSA,UTSA,H,"L, 84-79",96.7,115.6,75.9,104,47.6,19.7,31.7,39.7,110.6,58.2,17.1,24.2,31.1,11.4,-4
2023-02-16,C,Eastern Kentucky,ASun,Central Arkansas,H,"W, 74-58",86.2,80.2,78.3,94.5,42.1,19.2,38.8,38.6,74.1,39.4,29.4,35.7,12.1,69.8,9
2023-02-16,C,Louisiana Lafayette,SB,Louisiana Monroe,H,"W, 84-67",126,99.9,68.4,122.8,54.2,8.8,32.4,41.7,97.9,51,23.4,25,40.4,93.5,19
2023-02-16,C,Youngstown St.,Horz,Milwaukee,H,"W, 87-58",112.5,87.3,72.1,120.7,50.7,9.7,35,23.3,80.5,43.5,23.6,25.7,31.5,94.9,12
2023-02-16,C,Purdue,B10,Maryland,A,"L, 68-54",107.3,100.6,58.7,92,46,11.9,10.7,20,115.9,51.9,13.6,33.3,30.2,67.7,-1
2023-02-16,C,Lindenwood,OVC,Tennessee Tech,A,"L, 77-68",97.2,110.7,69.2,98.2,52.5,18.8,23.5,15,111.2,55,14.4,20.6,21.7,18.2,-1
