Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
2022-11-16,N,Detroit,Horz,Ohio,H,"W, 88-74",120.5,96.5,71.8,122.5,61.2,16.7,30,36.2,103,50,20.9,33.3,18.8,92.8,13
2022-11-16,N,Hampton,CAA,East Carolina,A,"L, 82-73",103.8,103.9,76,96.1,50,21.1,21.6,26.2,107.9,47.7,15.8,32.6,40,49.7,7
2022-11-16,N,Idaho,BSky,Cal St. Bakersfield,H,"L, 52-43",74.2,97.1,58.5,73.5,40.2,30.8,27.3,19.6,88.9,41.2,17.1,25,19.6,4.4,-3
2022-11-16,N,Gonzaga,WCC,Texas,A,"L, 93-74",117.2,110.6,73.8,100.3,57.8,27.1,28.1,41.2,126,61.4,13.6,23.5,24.2,66,-8
2022-11-16,N,Valparaiso,MVC,Chicago St.,A,"L, 87-74",99,134.7,67.4,109.8,50,11.9,28.1,30,129,65.2,19.3,25,60.9,2.8,-14
2022-11-16,N,Presbyterian,BSth,UAB,A,"L, 92-61",90.8,107.5,75.9,80.4,37.7,25,32.6,39.3,121.3,60.7,15.8,32.3,42.6,12.5,-11
2022-11-16,N,Cleveland St.,Horz,Canisius,A,"W, 58-57",85.5,79,62,83.2,49.1,27.2,25,10.9,81.7,39.7,24.4,33.3,24.1,71.2,7
2022-11-16,N,Marist,MAAC,Lehigh,A,"L, 64-54",67.2,90.2,77.2,69.9,34.4,19.4,19.6,28.1,82.9,44.3,23.3,13.9,43.4,3.3,-10
2022-11-16,N,Ball St.,MAC,Nebraska Omaha,A,"W, 71-61",92,86.2,73.1,97.1,46.2,23.2,29.4,52.8,83.4,40,23.2,34.1,35,68,7
2022-11-16,N,Northern Kentucky,Horz,Cincinnati,H,"W, 64-51",105.2,78.3,62.9,101.7,57.4,22.3,23.1,29.8,81.1,39,17.5,29.3,22,96.8,5
2022-11-16,N,UMass Lowell,AE,Sacred Heart,H,"W, 90-81",107.1,114,78.3,114.9,57.5,19.2,36.1,25.4,103.4,47.2,15.3,26.7,25.4,32.9,7
2022-11-16,N,Texas,B12,Gonzaga,H,"W, 93-74",128.5,86.5,73.8,126,61.4,13.6,23.5,24.2,100.3,57.8,27.1,28.1,41.2,99,8
2022-11-16,N,Army,Pat,Siena,A,"W, 96-94",118.7,117.8,72.9,117,68.3,21.9,13.8,35,114.6,64.3,19.5,20,23.8,52.3,1
2022-11-16,N,Toledo,MAC,Oakland,H,"W, 112-90",134.1,118.2,77.9,143.8,72.2,11.6,35.5,20.8,115.6,51.3,7.7,21.7,21.3,81,16
2022-11-16,N,Lehigh,Pat,Marist,H,"W, 64-54",82.6,73.5,77.2,82.9,44.3,23.3,13.9,43.4,69.9,34.4,19.4,19.6,28.1,79.4,10
2022-11-16,N,Southern Indiana,OVC,Notre Dame,A,"L, 82-70",96.3,113.5,70.2,99.7,46.8,10,21.1,23.8,116.8,55.7,14.2,15.6,52.8,13,-12
2022-11-16,N,Houston,Amer,Texas Southern,H,"W, 83-48",119.3,85.1,65.8,126.1,55.8,12.2,34.4,33.3,72.9,39.8,27.4,27.3,30.6,98,15
2022-11-16,N,Arizona St.,P12,VCU,N,"W, 63-59",99.8,88.4,68.3,92.3,40.5,17.6,28.9,36.2,86.4,41.2,23.4,23.5,35.3,80.3,-4
2022-11-16,N,Canisius,MAAC,Cleveland St.,H,"L, 58-57",76.9,88.5,62,81.7,39.7,24.4,33.3,24.1,83.2,49.1,27.2,25,10.9,16.6,-7
2022-11-16,N,Harvard,Ivy,Northeastern,A,"W, 70-69",101.6,110,66.8,104.8,55.6,15,24.1,27.8,103.3,48.5,16.5,31.4,4.4,28.5,-1
2022-11-16,N,Eastern Illinois,OVC,Ohio St.,A,"L, 65-43",63.9,76.2,73.8,58.2,28.1,17.6,17.6,23.4,88,47.4,23,26.3,31.6,11.7,-9
2022-11-16,N,Sacred Heart,NEC,UMass Lowell,A,"L, 90-81",105.1,110.5,78.3,103.4,47.2,15.3,26.7,25.4,114.9,57.5,19.2,36.1,25.4,35.9,-7
2022-11-16,N,Delaware St.,MEAC,Columbia,A,"L, 70-65",84.6,108.3,72,90.2,57.1,29.2,28.6,10.7,97.2,48,22.2,27.3,64,5.5,-6
2022-11-16,N,Pittsburgh,ACC,Michigan,N,"L, 91-60",105.2,119.9,66.5,90.2,48,19.5,19.4,40,136.8,65.8,9,23.3,30,18.1,-7
2022-11-16,N,Ohio,MAC,Detroit,A,"L, 88-74",93.2,118,71.8,103,50,20.9,33.3,18.8,122.5,61.2,16.7,30,36.2,6.2,-13
2022-11-16,N,Michigan,B10,Pittsburgh,N,"W, 91-60",129.2,90.5,66.5,136.8,65.8,9,23.3,30,90.2,48,19.5,19.4,40,98.3,7
2022-11-16,N,East Carolina,Amer,Hampton,H,"W, 82-73",91.5,110.3,76,107.9,47.7,15.8,32.6,40,96.1,50,21.1,21.6,26.2,10.5,-7
2022-11-16,N,South Dakota St.,Sum,Arkansas,A,"L, 71-56",79.4,82.9,79.3,70.6,34.8,25.2,15.4,35.7,89.5,51.6,25.2,25.7,24.6,37.7,-10
2022-11-16,N,Iowa,B10,Seton Hall,A,"W, 83-67",130.6,96,69.9,118.7,47.4,11.4,37.1,56.9,95.8,41.8,22.9,41.9,19.4,97.2,6
2022-11-16,N,Northeastern,CAA,Harvard,H,"L, 70-69",106.4,110.8,66.8,103.3,48.5,16.5,31.4,4.4,104.8,55.6,15,24.1,27.8,38.4,1
2022-11-16,N,William & Mary,CAA,American,A,"L, 71-64",100.4,114.5,62.5,102.4,48,16,28.1,44,113.6,55.1,22.4,32.1,40.8,18.1,-1
2022-11-16,N,American,Pat,William & Mary,H,"W, 71-64",102.4,111.3,62.5,113.6,55.1,22.4,32.1,40.8,102.4,48,16,28.1,44,27.7,1
2022-11-16,N,Arkansas Pine Bluff,SWAC,Kent St.,A,"L, 94-68",90.6,103.9,84.6,80.4,46.7,23.7,10.3,26.7,111.2,55.6,24.8,27.6,72.2,17.1,-11
2022-11-16,N,Siena,MAAC,Army,H,"L, 96-94",109.5,120.5,72.9,114.6,64.3,19.5,20,23.8,117,68.3,21.9,13.8,35,24.9,-1
2022-11-17,N,North Dakota,Sum,Elon,A,"W, 77-73",114.1,114.4,65.9,116.9,51.7,16.7,36.4,34.5,110.8,53.1,19.7,32.3,62.5,49.2,5
2022-11-17,N,Butler,BE,St. Francis PA,H,"W, 95-67",113.7,106.6,70.9,134,77.8,19.7,29.4,27.8,94.5,51.7,24,28.6,20.3,67.9,7
2022-11-17,N,UTSA,CUSA,Texas St.,H,"W, 61-56",89.8,86.2,65.9,92.5,51,28.8,31,30.6,84.9,39.8,15.2,29.5,15.6,61.4,3
2022-11-17,N,Michigan,B10,Arizona St.,N,"L, 87-62",102.5,128.4,66.5,93.2,37.1,12,32.6,38.7,130.8,70.8,18,26.1,26.4,7,-15
2022-11-17,N,Utah St.,MWC,San Diego,A,"W, 91-89",110.2,110.5,68.2,118.7,63.3,22.2,38.2,43.3,116.1,50,13,37.8,25.3,49.2,-2
2022-11-17,N,St. Thomas,Sum,Montana,A,"L, 78-59",86,111.7,67.1,87.9,39,17.9,18.9,54,116.3,50,13.4,33.3,45.6,4.7,-13
2022-11-17,N,South Dakota,Sum,Mississippi St.,A,"L, 79-42",83.3,123.1,61.6,68.2,34.3,27.6,31.6,11.1,128.3,52.1,9.7,51.2,12.5,1.1,-17
2022-11-17,N,East Tennessee St.,SC,Little Rock,H,"W, 84-76",96.5,101.4,78.1,107.6,56.2,20.5,35.9,75,97.4,54,23.1,22.9,21,36.1,5
2022-11-17,N,Arizona St.,P12,Michigan,N,"W, 87-62",139.4,87.2,66.5,130.8,70.8,18,26.1,26.4,93.2,37.1,12,32.6,38.7,99.6,15
2022-11-17,N,UT Rio Grande Valley,WAC,Texas A&M Corpus Chr,A,"L, 97-75",100.1,126.3,74.4,100.8,71.2,33.6,22.7,75,130.4,56.4,12.1,38.9,28.6,6.4,-12
2022-11-17,N,Hofstra,CAA,San Jose St.,A,"W, 85-76",123.6,109.6,68.3,124.4,62.2,10.2,11.5,61.2,111.3,54.5,11.7,23.5,7.5,80,-5
2022-11-17,N,Air Force,MWC,Portland,H,"L, 64-51",80.3,92.1,63.8,79.9,42.2,26.6,16.7,35.6,100.3,44.4,15.7,26.5,31.5,17,-2
2022-11-17,N,San Diego,WCC,Utah St.,H,"L, 91-89",122.9,106.3,68.2,116.1,50,13,37.8,25.3,118.7,63.3,22.2,38.2,43.3,84.2,2
2022-11-17,N,Arizona,P12,Utah Tech,H,"W, 104-77",130.5,93,79.4,130.9,74.5,23.9,30,40,96.9,43.1,15.1,30.6,33.3,98,21
2022-11-17,N,Old Dominion,SB,Virginia Tech,N,"L, 75-71",104.2,109.2,65.8,107.8,45.1,10.6,40.9,16.9,113.9,53.6,9.1,17.6,37.5,36.9,-10
2022-11-17,N,Richmond,A10,Wichita St.,H,"L, 56-53",87.5,90.9,61.4,86.3,45.3,21.2,20.6,13.2,91.1,45.8,21.2,29,37.5,39.3,-5
2022-11-17,N,Penn St.,B10,Furman,N,"W, 73-68",118,92.7,64.3,113.5,55.1,12.4,21.2,15.3,105.8,50.8,17.1,35.9,10.9,94.1,10
2022-11-17,N,Minnesota,B10,Central Michigan,H,"W, 68-60",98.2,99.8,67.3,101.1,55.2,23.8,30,56.2,89.2,34.7,16.4,43.1,16.7,45.4,8
2022-11-17,N,Georgia Tech,ACC,Northern Illinois,H,"W, 68-50",92.9,71.7,72.1,94.3,42.8,15.3,32.5,18.8,69.4,30.6,19.4,36.4,31.3,95.2,13
2022-11-17,N,Charlotte,CUSA,Boise St.,N,"W, 54-42",97.3,61.5,62.8,85.9,47.2,17.5,13.3,13.2,66.8,36.1,22.3,21.6,9.3,99.5,10
2022-11-17,N,Portland,WCC,Air Force,A,"W, 64-51",98.3,82,63.8,100.3,44.4,15.7,26.5,31.5,79.9,42.2,26.6,16.7,35.6,88.9,2
2022-11-17,N,St. Francis PA,NEC,Butler,A,"L, 95-67",109.6,131,70.9,94.5,51.7,24,28.6,20.3,134,77.8,19.7,29.4,27.8,11.4,-7
2022-11-17,N,San Jose St.,MWC,Hofstra,H,"L, 85-76",120.7,115.5,68.3,111.3,54.5,11.7,23.5,7.5,124.4,62.2,10.2,11.5,61.2,62.2,5
2022-11-17,N,Boise St.,MWC,Charlotte,N,"L, 54-42",66.1,85.8,62.8,66.8,36.1,22.3,21.6,9.3,85.9,47.2,17.5,13.3,13.2,4.7,-10
2022-11-17,N,Virginia Tech,ACC,Old Dominion,N,"W, 75-71",120,105.8,65.8,113.9,53.6,9.1,17.6,37.5,107.8,45.1,10.6,40.9,16.9,81.1,10
2022-11-17,N,Brown,Ivy,Stony Brook,H,"W, 64-53",81,86,71.3,89.7,40,14,32.6,32.3,74.3,45.7,29.4,7.1,29.8,33.5,2
2022-11-17,N,Southern Illinois,MVC,Tennessee St.,H,"W, 57-44",77.4,64.9,70.2,81.2,39.4,24.2,16.1,48.9,62.7,32.1,24.2,20,37.7,88.3,9
2022-11-17,N,UC Riverside,BW,Creighton,A,"L, 80-51",93.5,105.3,65.5,77.8,37.9,13.7,19.5,9.7,122.1,59,10.7,28.1,21.3,20.4,-10
2022-11-17,N,UMKC,Sum,Kansas St.,A,"L, 69-53",90.8,99.1,65.1,81.4,44.9,33.8,40.6,30.6,106,47.4,21.5,42.9,29.3,26.7,-11
2022-11-17,N,Texas St.,SB,UTSA,A,"L, 61-56",81.6,93.7,65.9,84.9,39.8,15.2,29.5,15.6,92.5,51,28.8,31,30.6,16.9,-3
2022-11-17,N,Troy,SB,Merrimack,N,"W, 73-54",114.6,96,66,110.6,48.4,16.7,42.1,28.1,81.8,40,18.2,9.7,48.9,88.4,9
2022-11-17,N,South Carolina St.,MEAC,Kentucky,A,"L, 106-63",94.3,115.2,77.3,81.5,39,15.5,24.4,23.5,137.2,64.7,16.8,45.2,33.8,9.1,-14
2022-11-17,N,Colorado,P12,Massachusetts,N,"L, 66-63",86.5,94.1,73.3,85.9,38.4,17.7,38.8,17.8,90,50,24.6,25,41.5,27.4,-2
2022-11-17,N,LIU Brooklyn,NEC,Marquette,A,"L, 95-58",81.2,100.3,80.5,72,37.3,28.6,32.6,31.7,118,58.1,14.9,25,29.4,8.2,-18
2022-11-17,N,Loyola Chicago,A10,Tulsa,N,"L, 85-66",91.8,118.8,72.2,91.4,50.9,30.5,25,28.3,117.7,58.3,18,30,48.1,4.9,-4
2022-11-17,N,College of Charlesto,CAA,Davidson,H,"W, 89-66",122.8,96.1,70,127.1,54.2,17.1,47.5,16.7,94.3,47.1,24.3,32.4,51,94.4,9
2022-11-17,N,Elon,CAA,North Dakota,H,"L, 77-73",100.6,121.8,65.9,110.8,53.1,19.7,32.3,62.5,116.9,51.7,16.7,36.4,34.5,10,-5
2022-11-17,N,Kansas St.,B12,UMKC,H,"W, 69-53",102,89.6,65.1,106,47.4,21.5,42.9,29.3,81.4,44.9,33.8,40.6,30.6,81.7,11
2022-11-17,N,Stony Brook,CAA,Brown,A,"L, 64-53",81.5,89,71.3,74.3,45.7,29.4,7.1,29.8,89.7,40,14,32.6,32.3,26.7,-2
2022-11-17,N,Miami OH,MAC,Marshall,H,"L, 95-69",87.3,107.5,83.2,82.9,35.4,21.6,26.7,43.1,114.2,65.9,22.8,31.4,25.8,8.4,-11
2022-11-17,N,Furman,SC,Penn St.,N,"L, 73-68",103.3,105.7,64.3,105.8,50.8,17.1,35.9,10.9,113.5,55.1,12.4,21.2,15.3,43.5,-10
2022-11-17,N,South Carolina,SEC,Colorado St.,N,"L, 85-53",78.8,107.5,71.2,74.4,37.7,22.5,20.5,14.8,119.4,63.3,11.2,16.7,25,2.7,-12
2022-11-17,N,Tennessee St.,OVC,Southern Illinois,A,"L, 57-44",66.4,84.4,70.2,62.7,32.1,24.2,20,37.7,81.2,39.4,24.2,16.1,48.9,6,-9
2022-11-17,N,Texas A&M,SEC,Murray St.,N,"L, 88-79",99.8,116.4,75.2,105.1,42.3,14.6,41.7,39.4,117,60,22.6,29,72,14.5,-6
2022-11-17,N,Marquette,BE,LIU Brooklyn,H,"W, 95-58",101.7,90.9,80.5,118,58.1,14.9,25,29.4,72,37.3,28.6,32.6,31.7,78.4,18
2022-11-17,N,South Florida,Amer,Austin Peay,H,"L, 62-60",85.6,110,63.7,94.2,45.7,18.8,27.8,17.2,97.4,50,20.4,29.4,30.8,5.3,-4
2022-11-17,N,Tulsa,Amer,Loyola Chicago,N,"W, 85-66",110.2,98.3,72.2,117.7,58.3,18,30,48.1,91.4,50.9,30.5,25,28.3,78.8,4
2022-11-17,N,Florida Atlantic,CUSA,Bryant,H,"W, 85-74",95.4,93,83.8,101.4,49.2,16.7,19,54.8,88.3,42.9,25.1,35.4,28.6,57.2,2
2022-11-17,N,VCU,A10,Pittsburgh,N,"W, 71-67",97,85.5,72.8,97.5,45.9,20.6,24.2,71.4,92,46.5,24.7,32.4,36.8,81.1,1
2022-11-17,N,Boston University,Pat,Hartford,H,"W, 102-66",119.5,114.9,71.5,142.6,64.4,14,45.7,15.1,92.3,58,30.8,20,16,61.1,13
2022-11-17,N,Murray St.,MVC,Texas A&M,N,"W, 88-79",130,94.8,75.2,117,60,22.6,29,72,105.1,42.3,14.6,41.7,39.4,97.4,6
2022-11-17,N,LSU,SEC,New Orleans,H,"W, 91-62",113.7,93.1,72.9,124.8,62.1,19.2,37.5,44.8,85,53,31.5,27.3,40,90.9,15
2022-11-17,N,Mississippi St.,SEC,South Dakota,H,"W, 79-42",113.2,75,61.6,128.3,52.1,9.7,51.2,12.5,68.2,34.3,27.6,31.6,11.1,99.1,17
2022-11-17,N,Northwestern St.,Slnd,Illinois St.,A,"W, 70-67",105.3,103.4,65.6,106.7,51.9,15.2,20,34,102.1,53.8,25.9,33.3,22.6,55.4,5
2022-11-17,N,Colorado St.,MWC,South Carolina,N,"W, 85-53",112.6,80.1,71.2,119.4,63.3,11.2,16.7,25,74.4,37.7,22.5,20.5,14.8,98.1,12
2022-11-17,N,Austin Peay,ASun,South Florida,A,"W, 62-60",102.1,89.5,63.7,97.4,50,20.4,29.4,30.8,94.2,45.7,18.8,27.8,17.2,82,4
2022-11-17,N,Samford,SC,Alabama A&M,A,"W, 84-64",104.4,87.5,78.9,106.4,47.5,24.1,45,61.7,81.1,39.7,19,25.5,47.6,88.4,11
2022-11-17,N,Wichita St.,Amer,Richmond,A,"W, 56-53",96.4,84.7,61.4,91.1,45.8,21.2,29,37.5,86.3,45.3,21.2,20.6,13.2,81.7,5
2022-11-17,N,Indiana St.,MVC,North Dakota St.,H,"W, 101-75",122.3,96.4,79.5,127,57.5,3.8,16.2,28.8,94.3,46.2,18.9,26.3,29.2,93.9,16
2022-11-17,N,UNC Greensboro,SC,Towson,H,"L, 56-53",89,87.1,61,86.9,34.9,14.8,39.1,19,91.9,45.2,24.6,31.2,21.2,56.1,4
2022-11-17,N,Tennessee Tech,OVC,Coppin St.,H,"L, 90-85",92.4,116.5,73.8,102.3,49.3,16.9,25.6,25.4,108.3,61.9,22.9,18.2,25.4,6.5,-2
2022-11-17,N,Coppin St.,MEAC,Tennessee Tech,A,"W, 90-85",103.4,105.3,73.8,108.3,61.9,22.9,18.2,25.4,102.3,49.3,16.9,25.6,25.4,44.7,2
2022-11-17,N,Montana,BSky,St. Thomas,H,"W, 78-59",111.6,86.8,67.1,116.3,50,13.4,33.3,45.6,87.9,39,17.9,18.9,54,94.8,13
2022-11-17,N,Davidson,A10,College of Charlesto,A,"L, 89-66",104.5,116,70,94.3,47.1,24.3,32.4,51,127.1,54.2,17.1,47.5,16.7,23.1,-9
2022-11-17,N,TCU,B12,Louisiana Monroe,H,"W, 95-60",120.1,84.6,77.3,122.9,60.9,20.7,38.7,29.7,77.6,34.8,20.7,27.7,27.3,98.3,21
2022-11-17,N,Creighton,BE,UC Riverside,H,"W, 80-51",114.5,82.8,65.5,122.1,59,10.7,28.1,21.3,77.8,37.9,13.7,19.5,9.7,97.7,10
2022-11-17,N,Central Michigan,MAC,Minnesota,A,"L, 68-60",87.8,104.3,67.3,89.2,34.7,16.4,43.1,16.7,101.1,55.2,23.8,30,56.2,12,-8
2022-11-17,N,Marshall,SB,Miami OH,A,"W, 95-69",106.5,85.9,83.2,114.2,65.9,22.8,31.4,25.8,82.9,35.4,21.6,26.7,43.1,92.1,11
2022-11-17,N,Sam Houston St.,WAC,Utah,A,"W, 65-55",109.6,82,65.1,99.8,42.7,16.9,35,22.6,84.5,51.1,24.6,15.6,34.8,96.6,5
2022-11-17,N,Massachusetts,A10,Colorado,N,"W, 66-63",99.9,84.7,73.3,90,50,24.6,25,41.5,85.9,38.4,17.7,38.8,17.8,87,2
2022-11-17,N,Louisiana Monroe,SB,TCU,A,"L, 95-60",87.3,112.8,77.3,77.6,34.8,20.7,27.7,27.3,122.9,60.9,20.7,38.7,29.7,5,-21
2022-11-17,N,Utah,P12,Sam Houston St.,H,"L, 65-55",93.6,99.7,65.1,84.5,51.1,24.6,15.6,34.8,99.8,42.7,16.9,35,22.6,32.5,-5
2022-11-17,N,Monmouth,CAA,Norfolk St.,H,"L, 64-59",77.2,89,72,81.9,39,22.2,37.8,22.1,88.9,47,20.8,18.9,50,16.2,-3
2022-11-17,N,Texas A&M Corpus Chr,Slnd,UT Rio Grande Valley,H,"W, 97-75",121.7,104.7,74.4,130.4,56.4,12.1,38.9,28.6,100.8,71.2,33.6,22.7,75,85,12
2022-11-17,N,Louisiana Lafayette,SB,Louisiana Tech,H,"W, 94-88",118.8,121.5,75.4,124.6,61,17.2,36.7,54.2,116.7,59.5,14.6,20,22.2,43.5,-4
2022-11-17,N,Bryant,AE,Florida Atlantic,A,"L, 85-74",99.7,90.6,83.8,88.3,42.9,25.1,35.4,28.6,101.4,49.2,16.7,19,54.8,75.1,-2
2022-11-17,N,Alabama A&M,SWAC,Samford,H,"L, 84-64",79.5,103.8,78.9,81.1,39.7,19,25.5,47.6,106.4,47.5,24.1,45,61.7,4.4,-11
2022-11-17,N,Kentucky,SEC,South Carolina St.,H,"W, 106-63",116.7,95.3,77.3,137.2,64.7,16.8,45.2,33.8,81.5,39,15.5,24.4,23.5,91.1,14
2022-11-17,N,North Dakota St.,Sum,Indiana St.,A,"L, 101-75",98.3,119,79.5,94.3,46.2,18.9,26.3,29.2,127,57.5,3.8,16.2,28.8,10,-16
2022-11-17,N,Washington,P12,Cal Baptist,H,"L, 73-64",96.4,109.9,67.7,94.6,42.9,14.8,30.2,25.4,107.8,58.5,16.3,14.8,61.7,18.1,-4
2022-11-17,N,Louisiana Tech,CUSA,Louisiana Lafayette,A,"L, 94-88",123.6,111.4,75.4,116.7,59.5,14.6,20,22.2,124.6,61,17.2,36.7,54.2,76.6,4
2022-11-17,N,Towson,CAA,UNC Greensboro,A,"W, 56-53",96.4,89.6,61,91.9,45.2,24.6,31.2,21.2,86.9,34.9,14.8,39.1,19,69.9,-4
2022-11-17,N,Cal Baptist,WAC,Washington,A,"W, 73-64",114.6,94.2,67.7,107.8,58.5,16.3,14.8,61.7,94.6,42.9,14.8,30.2,25.4,90.5,4
2022-11-17,N,New Orleans,Slnd,LSU,A,"L, 91-62",87.6,120.2,72.9,85,53,31.5,27.3,40,124.8,62.1,19.2,37.5,44.8,2.6,-15
2022-11-17,N,Hartford,ind,Boston University,A,"L, 102-66",96.7,146.6,71.5,92.3,58,30.8,20,16,142.6,64.4,14,45.7,15.1,0.8,-13
2022-11-17,N,Merrimack,NEC,Troy,N,"L, 73-54",85.9,111,66,81.8,40,18.2,9.7,48.9,110.6,48.4,16.7,42.1,28.1,5,-9
2022-11-17,N,Norfolk St.,MEAC,Monmouth,A,"W, 64-59",86,91.9,72,88.9,47,20.8,18.9,50,81.9,39,22.2,37.8,22.1,31.6,3
2022-11-17,N,Illinois St.,MVC,Northwestern St.,H,"L, 70-67",94.6,110.2,65.6,102.1,53.8,25.9,33.3,22.6,106.7,51.9,15.2,20,34,14.8,-5
2022-11-17,N,Little Rock,OVC,East Tennessee St.,A,"L, 84-76",96,110.9,78.1,97.4,54,23.1,22.9,21,107.6,56.2,20.5,35.9,75,16,-5
2022-11-17,N,Nebraska,B10,St. John's,A,"L, 70-50",82.5,88.1,71.2,70.3,33.6,23.9,36.7,21.9,98.4,42.6,18.3,42.9,18.9,32.1,-2
2022-11-17,N,Northern Illinois,MAC,Georgia Tech,A,"L, 68-50",70.1,95,72.1,69.4,30.6,19.4,36.4,31.3,94.3,42.8,15.3,32.5,18.8,3,-13
2022-11-17,N,Pittsburgh,ACC,VCU,N,"L, 71-67",103.8,95.6,72.8,92,46.5,24.7,32.4,36.8,97.5,45.9,20.6,24.2,71.4,72.1,-1
2022-11-17,N,Utah Tech,WAC,Arizona,A,"L, 104-77",103.9,114.2,79.4,96.9,43.1,15.1,30.6,33.3,130.9,74.5,23.9,30,40,25.1,-21
2022-11-17,N,Albany,AE,Saint Joseph's,A,"L, 99-79",97.7,133,77.1,102.5,49.2,15.6,25.6,48.3,128.4,67.3,15.6,27.3,78.2,2.8,-22
2022-11-18,N,Georgetown,BE,Loyola Marymount,N,"L, 84-66",100.8,108.8,70.4,93.8,40.5,15.6,22.9,34.5,119.4,56.7,15.6,35.1,16.4,29.3,-1
2022-11-18,N,Xavier,BE,Indiana,H,"L, 81-79",118.2,105,71.4,110.6,49.2,16.8,34.2,34.4,113.4,55.2,15.4,36.4,44.8,79.6,0
2022-11-18,N,Connecticut,BE,UNC Wilmington,H,"W, 86-50",123.6,89.7,65.7,130.9,63.5,15.2,24,44.2,76.1,33.6,19.8,30.2,36.4,97.5,8
2022-11-18,N,Troy,SB,St. Thomas,N,"L, 78-76",110.3,110.7,67.9,112,54.3,19.2,33.3,27.6,114.9,65.3,19.2,4.2,30.6,48.8,4
2022-11-18,N,Loyola Chicago,A10,Boise St.,N,"L, 70-48",88.1,95.8,65.4,73.4,37.7,21.4,18.4,20.8,107.1,53.8,19.9,30,38.5,27.6,-5
2022-11-18,N,Penn St.,B10,Virginia Tech,N,"L, 61-59",89.4,92.3,63.6,92.8,50.9,22,23.5,7.1,95.9,47.4,14.2,23.5,15.5,41.1,-8
2022-11-18,N,UC Davis,BW,Arkansas St.,H,"W, 75-60",101,94.6,69,108.7,60.4,26.1,34.4,34,86.9,39.2,17.4,29.3,33.3,68.1,6
2022-11-18,N,Davidson,A10,South Carolina,N,"W, 69-60",98.8,92.5,67.2,102.7,52.6,19.3,25,15.5,89.3,44.6,23.8,33.3,26.8,67.9,3
2022-11-18,N,Drake,MVC,Buffalo,N,"W, 80-72",108,105.8,71.2,112.4,55.9,12.6,21.2,35.6,101.1,46.6,18.3,30.6,41.4,55.9,-2
2022-11-18,N,Wake Forest,ACC,La Salle,N,"W, 75-63",100.7,93,70.7,106.1,50.8,14.1,25,15.4,89.1,50,22.6,18.8,30.2,71.4,2
2022-11-18,N,Notre Dame,ACC,Lipscomb,H,"W, 66-65",112.8,109.6,59.4,111.1,55.4,11.8,15.6,8.9,109.4,60.4,16.8,20.8,1.9,58.2,4
2022-11-18,N,Liberty,ASun,Southern Miss,H,"L, 76-72",109.6,119.9,64.9,110.9,60,24.6,25.9,51.1,117,53.6,13.9,30.3,37.5,26.3,-9
2022-11-18,N,Iona,MAAC,Vermont,N,"W, 71-50",111.6,76,63.7,111.4,54.2,14.1,25,15.3,78.5,44,26.7,30.3,26,98.8,10
2022-11-18,N,Oklahoma St.,B12,UCF,N,"L, 60-56",85.7,74.8,65.1,76.5,31,24.6,38.1,41.4,81.9,38.1,28.7,33.3,28.8,82.7,7
2022-11-18,N,Virginia Tech,ACC,Penn St.,N,"W, 61-59",102.8,78.8,63.6,95.9,47.4,14.2,23.5,15.5,92.8,50.9,22,23.5,7.1,95.5,8
2022-11-18,N,Santa Clara,WCC,DePaul,N,"W, 69-61",92,78.8,75.2,91.7,45.9,25.3,36.8,34.4,81.1,39.3,15.9,19,32.8,85.7,6
2022-11-18,N,Rutgers,B10,Temple,N,"L, 72-66",89,99.6,73.1,90.2,39.2,17.8,32.6,48.3,98.4,49.1,27.3,34.3,35.7,21.5,-11
2022-11-18,N,VMI,SC,Longwood,A,"L, 90-58",89.4,129.3,68.2,85,45.4,29.3,31.2,18.5,131.9,64.8,14.7,35.5,15.6,1.4,-16
2022-11-18,N,Central Arkansas,ASun,Niagara,N,"L, 73-64",91.1,112.4,67.6,94.7,41.4,17.8,34.1,25,108,56.6,16.3,22.2,34,8.2,-6
2022-11-18,N,Niagara,MAAC,Central Arkansas,N,"W, 73-64",100.7,100.2,67.6,108,56.6,16.3,22.2,34,94.7,41.4,17.8,34.1,25,51.6,6
2022-11-18,N,UNC Asheville,BSth,Texas A&M Commerce,N,"W, 72-64",94.3,92.1,71.4,100.8,52.5,18.2,23.7,25.4,89.6,42.5,12.6,21.4,17.9,56.5,7
2022-11-18,N,Cal Poly,BW,Stanford,A,"L, 80-43",68.1,112.7,64.1,67.1,34.9,25,14.3,41.9,124.8,61,20.3,37.5,20.3,0.3,-23
2022-11-18,N,Massachusetts,A10,Murray St.,N,"W, 71-69",93.2,97.1,71.6,99.2,39.9,9.8,32.1,25.7,96.4,50,15.4,17.6,29.8,38.3,-3
2022-11-18,N,Furman,SC,Old Dominion,N,"L, 82-77",104.2,118.5,72.8,105.8,55.9,15.1,11.4,28.8,112.7,71.9,24.7,21.7,45.8,18.5,-7
2022-11-18,N,Rider,MAAC,Stetson,N,"L, 78-68",96.3,111.1,65.6,103.7,41.8,9.2,32.6,23.9,119,51.6,10.7,39,31.2,16.3,-6
